"","visit_date","condition","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share","gender"
"4386","2021/4/5","tips",49.71090759,1,0,0,"neutral"
"4387","2021/4/5","tips",50.35507845,1,0,0,"neutral"
"4388","2021/4/5","tips",48.56870609,0,0,1,"neutral"
"4389","2021/4/5","tips",49.21730629,0,0,0,"male"
"4390","2021/4/5","tips",51.28862711,0,0,0,"others"
"4391","2021/4/5","tips",49.1840682,0,0,0,"others"
"4392","2021/4/5","tips",48.45526001,1,0,0,"others"
"4393","2021/4/5","tips",48.46632214,1,0,0,"neutral"
"4394","2021/4/5","tips",51.09739495,1,0,0,"neutral"
"4395","2021/4/5","tips",49.43529033,1,0,0,"neutral"
"4396","2021/4/5","tips",51.82704473,1,0,0,"male"
"4397","2021/4/5","tips",50.32274139,1,0,0,"female"
"4398","2021/4/5","tips",50.16110324,1,0,0,"female"
"4399","2021/4/5","tips",48.02159791,0,0,0,"others"
"4400","2021/4/5","tips",51.01790703,0,0,0,"male"
"4401","2021/4/5","tips",51.68103522,1,0,0,"female"
"4402","2021/4/5","tips",50.00159877,0,0,0,"others"
"4403","2021/4/5","tips",49.86407795,0,0,0,"neutral"
"4404","2021/4/5","tips",50.33952176,1,0,0,"male"
"4405","2021/4/5","tips",48.87451319,1,0,0,"female"
"4406","2021/4/5","tips",49.81554612,0,0,0,"others"
"4407","2021/4/5","tips",50.0558953,1,0,0,"others"
"4408","2021/4/5","tips",49.33852879,1,0,0,"male"
"4409","2021/4/5","tips",49.33978669,1,1,0,"male"
"4410","2021/4/5","tips",49.14563998,1,1,0,"neutral"
"4411","2021/4/5","tips",50.3003422,1,0,0,"neutral"
"4412","2021/4/5","tips",49.59397332,1,0,0,"male"
"4413","2021/4/5","tips",50.20470812,0,0,0,"male"
"4414","2021/4/5","tips",49.77629245,1,1,0,"female"
"4415","2021/4/5","tips",49.81671465,1,0,0,"neutral"
"4416","2021/4/5","tips",48.13011781,0,0,0,"neutral"
"4417","2021/4/5","tips",49.45662788,1,0,0,"female"
"4418","2021/4/5","tips",51.24222955,1,0,0,"others"
"4419","2021/4/5","tips",49.27770524,1,0,0,"others"
"4420","2021/4/5","tips",49.50899545,1,0,0,"male"
"4421","2021/4/5","tips",49.62976888,1,0,0,"male"
"4422","2021/4/5","tips",50.44214036,1,0,0,"female"
"4423","2021/4/5","tips",49.07513385,1,0,0,"neutral"
"4424","2021/4/5","tips",48.6158625,1,0,0,"others"
"4425","2021/4/5","tips",50.92351226,0,0,0,"female"
"4426","2021/4/5","tips",49.26197927,1,0,0,"male"
"4427","2021/4/5","tips",49.94023785,0,1,0,"neutral"
"4428","2021/4/5","tips",51.0259146,0,0,0,"neutral"
"4429","2021/4/5","tips",48.8271798,0,0,0,"others"
"4430","2021/4/5","tips",50.39752738,0,1,0,"female"
"4431","2021/4/5","tips",49.16535774,1,0,0,"others"
"4432","2021/4/5","tips",49.50603332,1,0,0,"others"
"4433","2021/4/5","tips",49.60474471,1,0,0,"male"
"4434","2021/4/5","tips",51.72446087,1,0,0,"others"
"4435","2021/4/5","tips",51.05627808,1,0,0,"female"
"4436","2021/4/5","tips",49.06271295,1,0,0,"neutral"
"4437","2021/4/5","tips",50.71084875,1,0,0,"neutral"
"4438","2021/4/5","tips",51.46347539,1,1,0,"female"
"4439","2021/4/5","tips",50.38221653,1,1,0,"male"
"4440","2021/4/5","tips",48.5280875,1,1,0,"neutral"
"4441","2021/4/5","tips",52.01411908,1,0,0,"male"
"4442","2021/4/5","tips",50.57526064,0,0,0,"others"
"4443","2021/4/5","tips",51.40335007,0,0,0,"neutral"
"4444","2021/4/5","tips",48.93746353,0,0,0,"male"
"4445","2021/4/5","tips",51.69480714,0,1,0,"others"
"4446","2021/4/5","tips",50.35466436,1,0,0,"neutral"
"4447","2021/4/5","tips",52.05503733,1,0,0,"others"
"4448","2021/4/5","tips",49.24100784,1,0,0,"male"
"4449","2021/4/5","tips",51.18441306,1,0,0,"neutral"
"4450","2021/4/5","tips",48.84215745,0,0,0,"neutral"
"4451","2021/4/5","tips",49.87427491,1,1,0,"female"
"4452","2021/4/5","tips",48.95454335,1,0,0,"female"
"4453","2021/4/5","tips",50.91864423,0,0,0,"male"
"4454","2021/4/5","tips",50.53222979,1,0,0,"male"
"4455","2021/4/5","tips",49.82042333,0,0,0,"male"
"4456","2021/4/5","tips",49.40791692,1,0,0,"neutral"
"4457","2021/4/5","tips",49.38110702,0,0,0,"neutral"
"4458","2021/4/5","tips",49.12597556,1,1,0,"neutral"
"4459","2021/4/5","tips",48.93632632,1,0,0,"male"
"4460","2021/4/5","tips",50.76383205,1,0,0,"male"
"4461","2021/4/5","tips",49.92014819,0,0,0,"male"
"4462","2021/4/5","tips",49.90907658,1,0,0,"others"
"4463","2021/4/5","tips",50.38487238,0,0,0,"others"
"4464","2021/4/5","tips",49.91883253,0,0,0,"female"
"4465","2021/4/5","tips",51.25784981,1,0,0,"male"
"4466","2021/4/5","tips",49.72161185,1,0,0,"others"
"4467","2021/4/5","tips",50.85618671,0,0,0,"others"
"4468","2021/4/5","tips",48.68202208,1,1,0,"female"
"4469","2021/4/5","tips",49.55986284,1,0,0,"others"
"4470","2021/4/5","tips",49.28274496,1,0,0,"neutral"
"4471","2021/4/5","tips",50.24940214,0,0,0,"others"
"4472","2021/4/5","tips",49.29593882,0,0,0,"neutral"
"4473","2021/4/5","tips",48.17313674,1,0,0,"female"
"4474","2021/4/5","tips",49.57191008,1,0,0,"male"
"4475","2021/4/5","tips",49.05693751,1,0,0,"female"
"4476","2021/4/5","tips",50.47276806,0,0,0,"male"
"4477","2021/4/5","tips",50.9990091,1,1,0,"neutral"
"4478","2021/4/5","tips",49.4667056,1,0,0,"others"
"4479","2021/4/5","tips",49.58232231,1,0,0,"neutral"
"4480","2021/4/5","tips",49.56751296,0,0,0,"female"
"4481","2021/4/5","tips",51.28381241,0,0,0,"female"
"4482","2021/4/5","tips",49.46187321,0,0,1,"male"
"4483","2021/4/5","tips",49.20001302,0,0,0,"male"
"4484","2021/4/5","tips",48.68303169,0,0,0,"female"
"4485","2021/4/5","tips",48.81593575,1,0,1,"others"
"4486","2021/4/5","tips",48.41019148,0,0,0,"neutral"
"4487","2021/4/5","tips",49.47075935,1,0,0,"male"
"4488","2021/4/5","tips",51.23147867,0,0,0,"male"
"4489","2021/4/5","tips",49.07414329,1,0,0,"neutral"
"4490","2021/4/5","tips",48.69776671,1,0,0,"neutral"
"4491","2021/4/5","tips",49.79589879,1,0,0,"male"
"4492","2021/4/5","tips",48.49337453,1,0,1,"others"
"4493","2021/4/5","tips",50.03777793,1,0,0,"neutral"
"4494","2021/4/5","tips",48.44693276,0,1,0,"neutral"
"4495","2021/4/5","tips",50.55341035,1,1,0,"female"
"4496","2021/4/5","tips",49.47870996,1,0,0,"male"
"4497","2021/4/5","tips",48.9274889,0,0,0,"others"
"4498","2021/4/5","tips",50.23246292,1,0,0,"others"
"4499","2021/4/5","tips",50.72185741,1,0,0,"female"
"4500","2021/4/5","tips",50.30268582,0,0,0,"male"
"4501","2021/4/5","tips",48.81522969,1,0,0,"neutral"
"4502","2021/4/5","tips",49.20439806,1,0,0,"others"
"4503","2021/4/5","tips",51.512327,1,0,0,"female"
"4504","2021/4/5","tips",49.71978626,0,1,0,"others"
"4505","2021/4/5","tips",48.76963662,1,0,0,"male"
"4506","2021/4/5","tips",51.46165525,1,1,0,"neutral"
"4507","2021/4/5","tips",49.79818063,1,0,1,"male"
"4508","2021/4/5","tips",48.38060104,1,0,0,"others"
"4509","2021/4/5","tips",49.03564283,1,1,0,"neutral"
"4510","2021/4/5","tips",48.02488669,1,1,0,"neutral"
"4511","2021/4/5","tips",50.03650714,1,0,0,"others"
"4512","2021/4/5","tips",47.77089262,0,0,0,"others"
"4513","2021/4/5","tips",51.54467511,0,0,0,"neutral"
"4514","2021/4/5","tips",49.75608653,1,0,0,"neutral"
"4515","2021/4/5","tips",50.25735597,1,0,0,"female"
"4516","2021/4/5","tips",52.17666029,1,0,0,"neutral"
"4517","2021/4/5","tips",50.14952433,0,0,0,"neutral"
"4518","2021/4/5","tips",49.68227077,1,0,0,"neutral"
"4519","2021/4/5","tips",50.29237384,0,0,0,"male"
"4520","2021/4/5","tips",49.62000717,0,1,0,"male"
"4521","2021/4/5","tips",48.43553748,1,0,0,"neutral"
"4522","2021/4/5","tips",50.60602479,1,0,0,"male"
"4523","2021/4/5","tips",50.11187294,0,0,0,"male"
"4524","2021/4/5","tips",50.08989435,1,0,0,"neutral"
"4525","2021/4/5","tips",48.3844921,1,0,0,"neutral"
"4526","2021/4/5","tips",50.03019873,1,0,0,"male"
"4527","2021/4/5","tips",48.22392644,0,0,0,"neutral"
"4528","2021/4/5","tips",48.412926,0,1,0,"female"
"4529","2021/4/5","tips",51.00319326,1,1,0,"female"
"4530","2021/4/5","tips",48.5574154,1,0,0,"male"
"4531","2021/4/5","tips",46.82058511,1,1,0,"neutral"
"4532","2021/4/5","tips",49.80406315,1,0,0,"male"
"4533","2021/4/5","tips",50.2286475,1,1,0,"male"
"4534","2021/4/5","tips",49.84087177,1,1,0,"male"
"4535","2021/4/5","tips",51.65646359,1,0,0,"female"
"4536","2021/4/5","tips",52.11421755,0,0,0,"others"
"4537","2021/4/5","tips",49.96743496,1,0,0,"neutral"
"4538","2021/4/5","tips",51.33733506,1,0,0,"neutral"
"4539","2021/4/5","tips",48.67177563,1,1,0,"male"
"4540","2021/4/5","tips",51.01278501,1,0,0,"female"
"4541","2021/4/5","tips",49.94218404,1,0,0,"male"
"4542","2021/4/5","tips",48.71741955,1,0,0,"male"
"4543","2021/4/5","tools",50.33335166,0,0,0,"others"
"4544","2021/4/5","tools",49.5818542,1,0,0,"male"
"4545","2021/4/5","tools",50.23352995,1,0,0,"neutral"
"4546","2021/4/5","tools",49.0029379,1,0,0,"others"
"4547","2021/4/5","tools",49.43193934,0,1,0,"male"
"4548","2021/4/5","tools",50.10701033,0,0,0,"male"
"4549","2021/4/5","tools",51.47252263,1,0,0,"others"
"4550","2021/4/5","tools",49.78729045,0,0,0,"others"
"4551","2021/4/5","tools",50.56534191,0,0,0,"others"
"4552","2021/4/5","tools",50.26436271,1,0,0,"others"
"4553","2021/4/5","tools",50.41640388,1,0,0,"others"
"4554","2021/4/5","tools",52.00463279,1,0,0,"male"
"4555","2021/4/5","tools",48.46087254,1,0,0,"female"
"4556","2021/4/5","tools",51.56552502,1,1,0,"male"
"4557","2021/4/5","tools",49.8005602,1,0,0,"neutral"
"4558","2021/4/5","tools",50.48556114,0,0,0,"others"
"4559","2021/4/5","tools",50.27404412,1,0,0,"male"
"4560","2021/4/5","tools",51.58173447,1,0,0,"neutral"
"4561","2021/4/5","tools",48.39532112,1,0,0,"neutral"
"4562","2021/4/5","tools",49.72427357,0,0,0,"female"
"4563","2021/4/5","tools",50.5792337,1,0,0,"male"
"4564","2021/4/5","tools",50.46082521,0,1,0,"others"
"4565","2021/4/5","tools",49.28668965,1,0,0,"others"
"4566","2021/4/5","tools",50.18859219,1,1,0,"neutral"
"4567","2021/4/5","tools",49.44520073,1,0,0,"male"
"4568","2021/4/5","tools",50.2980322,1,0,0,"neutral"
"4569","2021/4/5","tools",49.36943841,1,0,0,"others"
"4570","2021/4/5","tools",50.03164046,1,0,0,"female"
"4571","2021/4/5","tools",50.85041031,1,0,0,"others"
"4572","2021/4/5","tools",50.96281792,1,0,0,"male"
"4573","2021/4/5","tools",50.75854937,1,0,0,"male"
"4574","2021/4/5","tools",51.41119672,1,0,0,"neutral"
"4575","2021/4/5","tools",49.63536809,1,0,1,"female"
"4576","2021/4/5","tools",48.62559068,1,0,0,"female"
"4577","2021/4/5","tools",49.75391773,1,0,0,"male"
"4578","2021/4/5","tools",50.10709042,1,1,0,"neutral"
"4579","2021/4/5","tools",48.2427726,0,0,0,"male"
"4580","2021/4/5","tools",51.35983029,1,1,0,"others"
"4581","2021/4/5","tools",50.12869706,1,1,0,"neutral"
"4582","2021/4/5","tools",49.10088127,0,0,0,"neutral"
"4583","2021/4/5","tools",49.40433766,0,0,0,"female"
"4584","2021/4/5","tools",52.03816279,1,0,0,"neutral"
"4585","2021/4/5","tools",48.4436117,1,0,0,"male"
"4586","2021/4/5","tools",50.41430535,1,0,0,"neutral"
"4587","2021/4/5","tools",50.06177759,0,0,0,"others"
"4588","2021/4/5","tools",49.2382386,0,0,0,"others"
"4589","2021/4/5","tools",49.84207655,1,0,0,"neutral"
"4590","2021/4/5","tools",50.80000569,1,0,0,"others"
"4591","2021/4/5","tools",49.61047838,1,0,0,"others"
"4592","2021/4/5","tools",50.56787627,0,0,0,"neutral"
"4593","2021/4/5","tools",51.75728181,1,1,0,"others"
"4594","2021/4/5","tools",51.42644036,1,1,0,"female"
"4595","2021/4/5","tools",49.83998111,0,1,0,"female"
"4596","2021/4/5","tools",49.40815687,1,0,0,"male"
"4597","2021/4/5","tools",48.52306876,0,0,0,"female"
"4598","2021/4/5","tools",47.65496365,1,1,0,"female"
"4599","2021/4/5","tools",49.2382935,1,0,0,"female"
"4600","2021/4/5","tools",52.70883281,0,0,0,"neutral"
"4601","2021/4/5","tools",48.21389566,1,0,0,"female"
"4602","2021/4/5","tools",51.18271697,0,0,0,"neutral"
"4603","2021/4/5","tools",50.9333743,0,0,0,"others"
"4604","2021/4/5","tools",49.71126833,0,0,1,"female"
"4605","2021/4/5","tools",50.08605567,1,0,0,"others"
"4606","2021/4/5","tools",49.0732982,1,0,0,"others"
"4607","2021/4/5","tools",49.87451064,1,0,0,"neutral"
"4608","2021/4/5","tools",50.96690728,1,0,0,"neutral"
"4609","2021/4/5","tools",50.49322868,1,0,0,"female"
"4610","2021/4/5","tools",51.73605323,1,0,0,"others"
"4611","2021/4/5","tools",48.8401312,1,0,0,"male"
"4612","2021/4/5","tools",49.2520031,0,1,0,"female"
"4613","2021/4/5","tools",48.51590049,1,0,0,"neutral"
"4614","2021/4/5","tools",50.40103258,0,0,0,"male"
"4615","2021/4/5","tools",49.33462582,1,0,0,"neutral"
"4616","2021/4/5","tools",50.72498607,1,0,0,"female"
"4617","2021/4/5","tools",49.72541341,1,0,0,"others"
"4618","2021/4/5","tools",50.69591971,1,0,0,"female"
"4619","2021/4/5","tools",49.64589507,0,0,0,"male"
"4620","2021/4/5","tools",51.34344932,1,0,0,"neutral"
"4621","2021/4/5","tools",49.27224075,0,0,0,"neutral"
"4622","2021/4/5","tools",51.4529835,1,0,0,"neutral"
"4623","2021/4/5","tools",49.86887129,1,0,0,"others"
"4624","2021/4/5","tools",49.28887749,1,0,0,"male"
"4625","2021/4/5","tools",50.88938111,1,0,0,"male"
"4626","2021/4/5","tools",48.771384,1,0,0,"male"
"4627","2021/4/5","tools",49.02012544,1,0,1,"others"
"4628","2021/4/5","tools",49.6508884,1,0,0,"others"
"4629","2021/4/5","tools",49.35143434,0,0,0,"male"
"4630","2021/4/5","tools",51.22679282,0,0,0,"male"
"4631","2021/4/5","tools",49.91400639,1,0,0,"neutral"
"4632","2021/4/5","tools",50.43190758,1,0,0,"female"
"4633","2021/4/5","tools",52.07433069,1,0,0,"others"
"4634","2021/4/5","tools",49.87172127,1,0,0,"neutral"
"4635","2021/4/5","tools",49.70903436,1,0,0,"male"
"4636","2021/4/5","tools",50.08521758,0,0,0,"others"
"4637","2021/4/5","tools",51.72402464,0,0,0,"female"
"4638","2021/4/5","tools",50.07249152,0,0,0,"male"
"4639","2021/4/5","tools",49.12275144,1,0,0,"others"
"4640","2021/4/5","tools",52.59121856,1,0,0,"neutral"
"4641","2021/4/5","tools",49.23503972,0,0,0,"female"
"4642","2021/4/5","tools",50.12536111,1,0,0,"others"
"4643","2021/4/5","tools",48.6671912,1,0,0,"others"
"4644","2021/4/5","tools",49.46886754,1,0,0,"others"
"4645","2021/4/5","tools",49.9812171,1,0,0,"others"
"4646","2021/4/5","tools",49.05085743,1,0,0,"male"
"4647","2021/4/5","tools",49.88520258,1,0,0,"others"
"4648","2021/4/5","tools",49.87032006,0,0,0,"female"
"4649","2021/4/5","tools",49.83172992,1,0,0,"male"
"4650","2021/4/5","tools",50.58938074,1,0,0,"female"
"4651","2021/4/5","tools",49.38368729,0,0,0,"male"
"4652","2021/4/5","tools",50.11082081,0,0,0,"male"
"4653","2021/4/5","tools",50.68915512,1,0,0,"neutral"
"4654","2021/4/5","tools",49.52393872,0,0,0,"male"
"4655","2021/4/5","tools",50.32786358,0,0,0,"male"
"4656","2021/4/5","tools",48.60833151,1,0,0,"others"
"4657","2021/4/5","tools",48.73595856,0,0,0,"male"
"4658","2021/4/5","tools",50.67647945,1,0,0,"others"
"4659","2021/4/5","tools",49.74763876,1,0,0,"male"
"4660","2021/4/5","tools",48.82506334,0,0,0,"others"
"4661","2021/4/5","tools",50.20980537,1,0,0,"male"
"4662","2021/4/5","tools",50.41716444,0,0,0,"male"
"4663","2021/4/5","tools",49.10876775,1,0,0,"others"
"4664","2021/4/5","tools",50.06194569,1,0,0,"neutral"
"4665","2021/4/5","tools",50.21477194,1,0,0,"male"
"4666","2021/4/5","tools",49.37235236,1,0,0,"female"
"4667","2021/4/5","tools",49.29550643,1,0,0,"neutral"
"4668","2021/4/5","tools",49.5758368,1,1,0,"female"
"4669","2021/4/5","tools",50.3778514,1,0,0,"male"
"4670","2021/4/5","tools",49.99183023,1,0,0,"female"
"4671","2021/4/5","tools",51.1567563,0,0,0,"male"
"4672","2021/4/5","tools",49.839988,1,0,0,"neutral"
"4673","2021/4/5","tools",50.13751357,1,0,0,"female"
"4674","2021/4/5","tools",49.06843245,0,0,0,"neutral"
"4675","2021/4/5","tools",49.36365134,1,0,0,"male"
"4676","2021/4/5","tools",49.17872026,1,0,0,"others"
"4677","2021/4/5","tools",49.62732095,1,1,0,"others"
"4678","2021/4/5","tools",49.61284604,0,0,0,"female"
"4679","2021/4/5","tools",50.27281326,1,0,0,"male"
"4680","2021/4/5","tools",50.51493311,0,0,0,"neutral"
"4681","2021/4/5","tools",48.96083464,1,0,0,"others"
"4682","2021/4/5","tools",50.74567936,1,0,0,"male"
"4683","2021/4/5","tools",48.93254421,0,0,0,"female"
"4684","2021/4/5","tools",51.84484248,1,0,0,"neutral"
"4685","2021/4/5","tools",49.29681791,0,0,0,"others"
"4686","2021/4/5","tools",48.36886789,0,1,0,"female"
"4687","2021/4/5","tools",50.95049641,1,0,0,"female"
"4688","2021/4/5","tools",49.72816865,0,0,0,"male"
"4689","2021/4/5","tools",48.85371056,1,0,0,"neutral"
"4690","2021/4/5","tools",49.41696489,1,0,0,"neutral"
"4691","2021/4/5","tools",50.39541001,1,0,0,"neutral"
"4692","2021/4/5","tools",50.92694177,1,0,0,"neutral"
"4693","2021/4/5","tools",51.77918404,0,1,0,"male"
"4694","2021/4/5","tools",49.38195313,0,0,0,"others"
"4695","2021/4/5","tools",50.36097098,1,0,0,"neutral"
"4696","2021/4/5","tools",49.30142786,0,0,0,"neutral"
"4697","2021/4/5","tools",50.03874217,1,1,0,"male"
"4698","2021/4/5","tools",50.82715638,0,0,0,"female"
"4699","2021/4/5","tools",50.23974116,0,0,0,"male"
"4700","2021/4/5","tools",49.81246465,0,0,0,"male"
"4701","2021/4/5","tools",51.54801291,1,0,0,"male"
"4702","2021/4/5","tools",50.32761244,1,0,0,"neutral"
"4703","2021/4/5","tools",51.10302358,1,0,0,"female"
"4704","2021/4/5","tools",50.45039456,0,0,0,"others"
"4705","2021/4/5","tools",49.45091739,1,0,0,"neutral"
"4706","2021/4/5","tools",50.56154266,0,0,0,"neutral"
"4707","2021/4/5","tools",49.90596359,1,0,0,"female"
"4708","2021/4/5","tools",49.73990464,1,0,0,"female"
"4709","2021/4/5","tools",48.13497225,1,0,0,"male"
"4710","2021/4/5","tools",50.28655637,1,0,1,"female"
"4711","2021/4/5","tools",49.29542429,0,0,0,"others"
"4712","2021/4/5","tools",50.30021204,0,0,0,"others"
"4713","2021/4/5","tools",49.61945525,0,0,0,"male"
"4714","2021/4/5","tools",50.84463814,1,0,0,"female"
"4715","2021/4/5","tools",49.1846279,0,0,0,"female"
"4716","2021/4/5","tools",49.95452064,1,1,0,"others"
"4717","2021/4/5","tools",49.65809961,0,0,0,"neutral"
"4718","2021/4/5","tools",51.16314547,1,0,0,"neutral"
"4719","2021/4/5","tools",50.36925002,0,1,0,"others"
"4720","2021/4/5","tools",49.29790264,1,0,0,"neutral"
"4721","2021/4/5","tools",49.2400452,0,0,0,"female"
"4722","2021/4/5","tools",51.12123976,0,0,0,"female"
"4723","2021/4/5","tools",49.90905341,1,0,0,"neutral"
"4724","2021/4/5","tools",49.27405267,1,0,0,"others"
"4725","2021/4/5","tools",48.40511945,0,0,0,"female"
"4726","2021/4/5","tools",50.66355682,1,0,0,"female"
"4727","2021/4/5","tools",52.43220226,0,0,0,"female"
"4728","2021/4/5","tools",48.43400881,0,0,0,"male"
"4729","2021/4/5","tools",48.73673079,1,0,0,"male"
"4730","2021/4/5","tools",49.96579722,1,0,0,"neutral"
"4731","2021/4/5","tools",48.93397702,1,0,0,"neutral"
"4732","2021/4/5","tools",50.12974334,1,0,0,"male"
"4733","2021/4/5","tools",49.80745743,1,0,0,"female"
"4734","2021/4/5","tools",51.22183918,0,0,0,"others"
"4735","2021/4/5","tools",50.64125281,1,0,0,"female"
"4736","2021/4/5","tools",50.81685813,1,0,0,"female"
"4737","2021/4/5","tools",48.68615252,0,0,0,"neutral"
"4738","2021/4/5","tools",48.76550607,0,0,0,"male"
"4739","2021/4/5","tools",48.74139314,0,0,0,"others"
"4740","2021/4/5","tools",51.44238343,1,0,0,"others"
"4741","2021/4/5","tools",51.00867299,1,0,0,"neutral"
"4742","2021/4/5","tools",49.87084337,1,0,0,"female"
"4743","2021/4/5","tools",50.18094938,0,0,0,"others"
"4744","2021/4/5","tools",51.56992594,0,0,0,"others"
"4745","2021/4/5","tools",50.7112683,1,0,0,"male"
"4746","2021/4/5","tools",51.60453233,0,0,0,"neutral"
"4747","2021/4/5","tools",50.3952959,1,0,0,"female"
"4748","2021/4/5","tools",50.25178534,0,0,0,"female"
"4749","2021/4/5","tools",50.76086976,1,0,0,"female"
"4750","2021/4/5","tools",49.17761574,1,0,0,"female"
"4751","2021/4/5","tools",50.80840468,0,0,0,"female"
"4752","2021/4/5","tools",50.07428227,1,0,0,"others"
"4753","2021/4/5","tools",50.54940696,0,0,0,"neutral"
"4754","2021/4/5","tools",50.72033875,1,0,0,"male"
"4755","2021/4/5","tools",49.39723948,1,0,0,"female"
"4756","2021/4/5","tools",50.25995383,0,0,0,"neutral"
"4757","2021/4/5","tools",49.31429085,0,0,0,"female"
"4758","2021/4/5","tools",50.45140066,1,0,0,"others"
"4759","2021/4/5","tools",51.64594694,1,1,0,"neutral"
"4760","2021/4/5","tools",50.13135647,1,0,0,"male"
"4761","2021/4/5","tools",50.41631846,1,0,0,"male"
"4762","2021/4/5","tools",48.82011344,0,0,0,"neutral"
"4763","2021/4/5","tools",51.81409075,1,0,1,"others"
"4764","2021/4/5","tools",51.41803953,0,0,0,"neutral"
"4765","2021/4/5","tools",51.00818998,1,0,0,"others"
"4766","2021/4/5","tools",49.93633557,1,1,0,"others"
"4767","2021/4/5","tools",50.49293637,1,0,0,"female"
"4768","2021/4/5","tools",51.0541615,1,0,0,"neutral"
"4769","2021/4/5","tools",50.97152575,0,0,0,"female"
"4770","2021/4/5","tools",50.96408558,0,0,0,"male"
"4771","2021/4/5","tools",48.65284752,1,0,0,"others"
"4772","2021/4/5","tools",50.47558957,1,0,0,"neutral"
"4773","2021/4/5","tools",50.87773105,1,0,0,"male"
"4774","2021/4/5","tools",52.1052452,0,0,0,"others"
"4775","2021/4/5","tools",49.53409765,0,0,0,"others"
"4776","2021/4/5","tools",51.1292471,1,0,0,"neutral"
"4777","2021/4/5","tools",51.19930615,0,0,0,"neutral"
"4778","2021/4/5","tools",50.61050843,1,0,0,"others"
"4779","2021/4/5","tools",50.02734721,1,0,0,"neutral"
"4780","2021/4/5","tools",50.73861155,1,0,1,"others"
"4781","2021/4/5","tools",49.55559531,1,0,0,"female"
"4782","2021/4/5","tools",50.47646248,1,0,0,"female"
"4783","2021/4/5","tools",50.44563654,1,0,0,"neutral"
"4784","2021/4/5","tools",50.91312467,0,0,0,"neutral"
"4785","2021/4/5","tools",48.95371304,0,0,0,"female"
"4786","2021/4/5","tools",48.44416654,0,0,0,"neutral"
"4787","2021/4/5","tools",50.99346831,1,0,0,"male"
"4788","2021/4/5","tools",51.09469943,0,0,0,"others"
"4789","2021/4/5","tools",51.23571731,1,1,0,"neutral"
"4790","2021/4/5","tools",49.75580174,1,0,0,"male"
"4791","2021/4/5","tools",48.75511955,1,0,0,"others"
"4792","2021/4/5","tools",51.2219095,0,0,0,"female"
"4793","2021/4/5","tools",50.70436679,1,0,0,"neutral"
"4794","2021/4/5","tools",50.3171219,1,0,0,"female"
"4795","2021/4/5","tools",48.8322041,1,0,0,"male"
"4796","2021/4/5","tools",48.89019619,0,0,0,"others"
"4797","2021/4/5","tools",52.50270053,0,0,0,"male"
"4798","2021/4/5","tools",49.65524384,0,1,0,"female"
"4799","2021/4/5","tools",50.72649377,1,0,0,"others"
"4800","2021/4/5","tools",49.08453966,0,0,0,"others"
"4801","2021/4/5","tools",49.9437335,0,0,0,"others"
"4802","2021/4/5","tools",50.38851371,0,0,0,"neutral"
"4803","2021/4/5","tools",50.78708512,0,0,0,"female"
"4804","2021/4/5","tools",49.38477973,1,0,0,"male"
"4805","2021/4/5","tools",48.79135789,0,0,0,"male"
"4806","2021/4/5","tools",50.61632029,1,0,0,"male"
"4807","2021/4/5","tools",50.15316851,1,0,0,"others"
"4808","2021/4/5","tools",49.00970013,0,0,0,"neutral"
"4809","2021/4/5","tools",51.6334681,1,0,0,"female"
"4810","2021/4/5","tools",50.1000867,0,0,0,"neutral"
"4811","2021/4/5","tools",50.94754195,1,0,0,"male"
"4812","2021/4/5","tools",49.80611343,0,1,0,"others"
"4813","2021/4/5","tools",50.13278696,0,0,1,"neutral"
"4814","2021/4/5","tools",49.69455004,0,0,0,"neutral"
"4815","2021/4/5","tools",48.59193607,0,0,0,"male"
"4816","2021/4/5","tools",50.95234346,0,0,0,"male"
"4817","2021/4/5","tools",48.96937533,1,0,0,"neutral"
"4818","2021/4/5","tools",51.09538039,0,0,0,"male"
"4819","2021/4/5","tools",49.93189955,1,0,0,"others"
"4820","2021/4/5","tools",50.20627626,0,0,0,"others"
"4821","2021/4/5","tools",50.03309819,1,1,1,"male"
"4822","2021/4/5","tools",49.72573371,1,0,0,"others"
"4823","2021/4/5","tools",52.12644395,1,0,0,"others"
"4824","2021/4/5","tools",48.22063903,0,0,0,"male"
"4825","2021/4/5","tools",48.8303787,1,0,0,"neutral"
"4826","2021/4/5","tools",49.46235296,0,0,0,"male"
"4827","2021/4/5","tools",49.66119607,1,0,0,"female"
"4828","2021/4/5","tools",48.89074428,1,0,0,"others"
"4829","2021/4/5","tools",48.73213757,1,0,0,"female"
"4830","2021/4/5","tools",48.47755348,1,0,0,"neutral"
"4831","2021/4/5","tools",50.6688465,1,0,0,"neutral"
"4832","2021/4/5","tools",48.85086661,1,0,0,"neutral"
"4833","2021/4/5","tools",48.66111896,0,0,0,"others"
"4834","2021/4/5","tools",51.28723533,0,0,0,"others"
"4835","2021/4/5","tools",51.08648825,1,0,0,"neutral"
"4836","2021/4/5","tools",49.94196398,1,0,0,"female"
"4837","2021/4/5","tools",51.37294026,1,0,0,"female"
"4838","2021/4/5","tools",49.71926065,1,0,0,"neutral"
"4839","2021/4/5","tools",52.62396012,0,0,0,"neutral"
"4840","2021/4/5","tools",50.17853145,1,0,0,"male"
"4841","2021/4/5","tools",51.70684839,0,0,0,"others"
