,Education,Marital_Status,Response,NumDealsPurchases,NumWebPurchases,NumStorePurchases,Gender,MSalary,Purchased,Age,Spent
496,Master,Divorced,0,3,5,11,Female,52000,1,40,265
497,college,Divorced,0,1,2,3,Male,59000,0,59,9
498,PhD,Together,0,1,4,4,Female,80000,1,36,322
499,PhD,Together,0,3,6,11,Male,80000,1,65,356
500,college,Married,0,1,4,13,Female,84000,0,58,218
501,college,Together,0,2,1,2,Female,65000,0,68,21
502,Master,Together,0,1,1,3,Female,84000,1,75,4
503,highschool,Married,0,1,4,3,Male,81000,1,74,21
504,PhD,Married,0,2,4,12,Male,63000,0,64,140
505,Master,Together,0,1,1,3,Male,72000,1,60,7
506,college,Widow,0,2,10,12,Male,37000,1,64,239
507,college,Married,0,1,5,8,Female,77000,0,35,387
508,college,Single,0,1,3,11,Female,76000,1,64,324
509,college,Married,0,1,2,4,Female,55000,0,28,66
510,college,Divorced,0,6,5,12,Female,96000,0,48,65
511,PhD,Together,0,3,4,3,Male,37000,1,56,56
512,college,Single,0,1,6,12,Female,87000,0,42,300
513,college,Married,0,3,6,5,Male,30000,0,69,68
514,Master,Together,0,1,5,7,Male,35000,0,54,408
515,PhD,Together,0,4,6,5,Male,61000,1,18,55
516,Master,Single,0,1,5,9,Male,79000,1,36,613
517,college,Married,0,4,3,3,Male,63000,1,73,46
518,college,Single,0,1,1,3,Female,89000,0,77,9
519,college,Together,0,1,4,7,Male,21000,1,38,389
520,Master,Married,0,1,6,10,Female,73000,1,50,670
521,college,Divorced,0,2,2,3,Male,53000,0,32,12
522,Master,Single,0,1,2,6,Female,22000,0,22,351
523,college,Married,0,1,5,6,Male,80000,0,27,64
524,college,Married,0,1,2,9,Male,33000,0,24,216
525,college,Married,1,3,2,3,Female,66000,1,20,64
526,college,Married,0,1,1,3,Male,77000,0,48,15
527,PhD,Together,0,1,4,10,Male,64000,1,47,319
528,Master,Married,0,1,4,6,Female,48000,1,74,153
529,college,Single,0,1,4,4,Male,79000,0,29,379
530,PhD,Married,0,6,4,8,Female,23000,1,67,67
531,basic,Widow,0,4,4,8,Male,88000,1,20,83
532,college,Single,0,1,4,5,Male,1.00E+05,0,75,260
533,Master,Together,0,7,8,6,Male,30000,1,40,24
534,college,Married,0,2,3,5,Female,67000,1,45,92
535,college,Single,0,2,2,3,Male,77000,0,32,22
536,Master,Together,0,4,6,5,Male,63000,1,29,112
537,college,Together,0,1,2,3,Male,38000,0,64,11
538,college,Divorced,1,1,8,4,Female,56000,1,63,292
539,basic,Together,0,2,2,7,Female,38000,0,39,32
540,Master,Single,0,3,3,3,Male,52000,1,77,19
541,basic,Together,0,3,3,3,Male,96000,0,50,8
542,college,Widow,0,2,4,4,Female,23000,0,68,83
543,PhD,Single,0,2,4,3,Female,94000,1,20,42
544,PhD,Married,1,1,7,6,Male,90000,1,64,403
545,college,Together,0,2,4,8,Female,72000,0,29,252
546,basic,Married,0,2,2,4,Female,24000,1,72,10
547,college,Widow,1,1,3,4,Male,22000,0,74,925
548,college,Married,0,1,3,4,Male,24000,0,22,43
549,college,Married,1,4,3,2,Female,81000,0,29,21
550,Master,Married,0,2,1,3,Male,42000,1,67,3
551,basic,Single,0,2,1,3,Female,93000,1,66,10
552,college,Single,1,2,3,2,Male,51000,0,40,24
553,PhD,Single,0,2,6,8,Male,66000,0,68,24
554,college,Married,0,1,3,2,Female,33000,0,61,47
555,Master,Married,1,1,3,13,Male,1.00E+05,1,69,520
556,college,Together,0,6,4,5,Female,33000,0,53,97
557,PhD,Single,0,2,6,11,Female,87000,1,42,137
558,college,Married,0,1,5,7,Female,45000,1,43,761
559,basic,Married,0,2,2,4,Male,58000,1,73,13
560,college,Together,1,1,5,4,Male,98000,0,75,287
561,college,Married,0,1,2,4,Male,75000,0,77,12
562,college,Single,0,0,6,7,Male,88000,0,63,940
563,Master,Together,0,2,8,13,Male,45000,0,51,132
564,basic,Married,0,5,6,12,Male,27000,1,50,259
565,PhD,Divorced,0,3,3,7,Male,84000,0,32,81
566,PhD,Together,0,2,3,5,Female,29000,0,20,29
567,college,Single,0,4,4,9,Female,34000,0,35,161
568,Master,Together,0,1,1,2,Female,55000,0,47,2
569,college,Single,0,1,1,2,Female,23000,1,71,3
570,college,Together,0,1,1,2,Male,64000,0,40,4
571,college,Married,0,5,5,5,Female,23000,1,43,106
572,PhD,Married,0,2,1,3,Female,65000,0,59,5
573,basic,Single,0,3,4,3,Male,25000,0,21,49
574,PhD,Together,0,1,5,5,Female,1.00E+05,0,56,44
575,Master,Married,0,2,2,3,Male,76000,1,36,25
576,PhD,Married,1,3,6,8,Female,84000,1,59,144
577,college,Married,0,3,4,3,Female,27000,1,66,22
578,college,Married,0,4,3,3,Male,1.00E+05,0,61,17
579,PhD,Together,0,2,2,4,Female,79000,0,19,11
580,Master,Together,0,6,4,4,Female,50000,0,54,46
581,PhD,Married,0,5,3,6,Male,33000,1,36,10
582,college,Together,0,7,7,5,Female,97000,1,71,27
583,basic,Together,0,1,1,3,Female,51000,1,45,16
584,Master,Married,0,1,2,3,Male,90000,1,55,23
585,college,Together,0,2,2,3,Male,28000,0,56,7
586,basic,Together,0,4,2,4,Male,97000,1,28,13
587,college,Widow,1,1,5,5,Female,66000,0,33,530
588,Master,Married,0,2,4,10,Female,24000,0,39,188
589,college,Together,0,3,7,7,Male,87000,1,54,30
590,college,Together,0,1,1,3,Female,38000,0,26,9
591,PhD,Single,1,2,2,2,Male,89000,0,25,35
592,Master,Married,1,0,5,5,Female,50000,0,64,797
593,Master,Single,0,1,3,9,Male,30000,1,69,635
594,college,Together,0,1,1,3,Male,71000,0,54,2
595,PhD,Married,0,1,3,7,Female,87000,0,57,168
596,Master,Together,1,3,3,2,Female,95000,0,66,16
597,college,Divorced,0,1,2,3,Male,33000,0,64,18
598,Master,Married,0,2,1,3,Female,89000,0,60,9
599,basic,Married,0,3,2,3,Male,70000,1,24,15
600,college,Together,0,3,3,4,Male,87000,0,31,31
601,college,Single,0,1,1,3,Male,42000,0,51,2
602,college,Together,0,3,5,12,Female,30000,1,60,135
603,college,Single,0,1,3,9,Male,32000,1,68,519
604,PhD,Married,0,3,5,10,Male,57000,1,39,114
605,Master,Together,0,4,3,3,Female,85000,0,58,26
606,Master,Single,1,4,5,2,Male,20000,1,48,46
607,college,Widow,0,2,1,3,Male,79000,1,78,6
608,college,Divorced,0,1,1,3,Male,96000,1,37,13
609,highschool,Married,0,2,1,3,Male,75000,1,48,5
610,college,Married,0,1,6,7,Female,93000,0,60,592
611,Master,Single,0,2,3,6,Male,92000,1,40,76
612,Master,Widow,0,1,3,7,Female,48000,0,68,53
613,highschool,Married,0,1,1,3,Male,31000,0,41,1
614,college,Married,0,2,2,3,Male,21000,1,69,8
615,PhD,Single,1,3,6,13,Male,52000,0,48,248
616,college,Married,0,5,6,5,Male,22000,1,60,87
617,Master,Single,0,2,1,3,Male,28000,1,69,5
618,PhD,Together,0,0,0,1,Male,53000,0,74,16
619,college,Widow,0,1,1,3,Female,58000,1,69,10
620,Master,Married,0,5,1,9,Female,51000,1,44,83
621,PhD,Married,0,3,6,7,Female,91000,0,48,27
622,college,Single,0,1,2,2,Female,96000,1,62,12
623,college,Widow,0,1,4,6,Male,96000,1,45,169
624,basic,Single,0,1,1,3,Male,60000,0,32,11
625,basic,Married,0,1,6,6,Female,82000,1,28,323
626,college,Married,0,2,2,3,Male,74000,0,60,15
627,college,Single,0,1,8,7,Male,76000,0,63,507
628,college,Together,1,7,11,5,Male,32000,0,44,572
629,PhD,Divorced,0,3,3,3,Male,31000,1,53,33
630,college,Single,0,3,4,4,Female,86000,1,63,129
631,PhD,Married,0,2,7,13,Male,20000,1,40,199
632,PhD,Together,0,1,3,6,Female,20000,1,20,207
633,basic,Married,0,5,6,12,Male,66000,1,53,259
634,basic,Single,1,1,2,3,Female,82000,0,28,15
635,college,Single,1,1,6,7,Female,83000,0,63,732
636,college,Divorced,0,1,1,2,Male,50000,0,51,1
637,college,Single,0,1,9,11,Female,84000,1,68,713
638,college,Married,0,1,4,7,Female,65000,1,41,69
639,Master,Divorced,1,5,8,9,Male,37000,1,35,279
640,college,Married,0,2,6,8,Female,1.00E+05,0,56,250
641,college,Together,0,4,4,13,Female,42000,0,24,142
642,PhD,Together,0,1,5,6,Female,96000,0,69,653
643,PhD,Divorced,0,4,9,6,Male,23000,0,34,102
644,college,Single,0,2,5,4,Male,30000,1,33,27
645,Master,Together,1,1,4,6,Female,27000,1,20,758
646,PhD,Married,0,7,3,6,Female,71000,1,60,40
647,college,Together,1,0,9,13,Female,42000,1,46,104
648,Master,Divorced,0,1,3,6,Female,23000,1,57,73
649,Master,Married,0,3,7,12,Male,93000,0,74,152
650,college,Together,0,2,7,7,Female,76000,0,42,62
651,Master,Single,0,0,4,9,Male,97000,1,70,711
652,college,Together,0,2,1,3,Male,52000,1,78,17
653,college,Married,0,5,9,12,Female,86000,0,58,217
654,PhD,Together,0,1,1,4,Female,58000,0,45,25
655,college,Divorced,0,2,7,5,Female,82000,0,45,100
656,college,Divorced,0,0,0,0,Male,32000,0,53,1
657,college,Together,0,2,3,4,Male,50000,0,76,28
658,basic,Together,0,2,3,5,Female,76000,0,67,52
659,PhD,Together,0,1,9,13,Male,42000,1,22,420
660,PhD,Single,0,4,3,3,Male,46000,0,29,39
661,college,Together,0,4,7,9,Female,29000,0,21,65
662,college,Married,0,1,0,3,Male,86000,0,24,5
663,college,Widow,0,1,6,13,Male,60000,1,42,213
664,highschool,Married,0,1,2,3,Female,54000,1,21,11
665,Master,Together,0,1,1,3,Female,50000,1,19,11
666,college,Married,0,1,1,2,Male,46000,0,56,7
667,PhD,Together,0,1,1,2,Female,88000,0,50,3
668,highschool,Single,0,2,2,3,Male,58000,0,27,11
669,PhD,Married,0,1,1,3,Female,75000,1,63,6
670,basic,Married,0,3,3,5,Female,59000,0,75,37
671,PhD,Married,0,3,7,10,Male,29000,1,46,428
672,Master,Single,0,5,5,9,Female,24000,1,32,122
673,college,Widow,0,4,4,6,Female,75000,0,25,194
674,college,Married,0,2,6,8,Male,89000,1,67,107
675,PhD,Single,0,2,2,8,Female,37000,0,47,142
676,college,Married,0,1,1,2,Female,22000,1,42,5
677,PhD,Married,1,3,10,5,Female,25000,1,58,145
678,college,Single,0,1,2,12,Male,96000,1,31,149
679,basic,Married,1,4,4,3,Female,22000,0,24,76
680,PhD,Single,0,1,3,13,Male,93000,0,40,117
681,college,Divorced,0,2,8,4,Male,89000,0,36,123
682,college,Divorced,0,1,11,13,Female,64000,1,52,384
683,basic,Together,0,1,8,5,Male,48000,0,24,137
684,college,Together,0,2,3,6,Male,70000,1,69,82
685,college,Together,0,1,2,6,Female,55000,0,77,435
686,PhD,Divorced,0,2,5,11,Female,68000,0,77,126
687,PhD,Single,1,1,5,10,Female,55000,0,51,838
688,PhD,Married,0,15,0,1,Male,57000,1,74,1622
689,PhD,Together,0,1,3,12,Male,70000,1,75,480
690,PhD,Together,0,1,4,4,Male,57000,0,29,559
691,PhD,Divorced,1,6,4,7,Female,47000,0,55,24
692,college,Single,0,1,5,4,Male,55000,1,28,224
693,Master,Together,0,3,1,4,Female,40000,0,62,80
694,highschool,Together,0,1,1,3,Male,75000,0,67,7
695,Master,Widow,1,3,2,2,Female,75000,0,65,20
696,Master,Married,0,1,2,4,Male,76000,0,61,18
697,college,Single,0,1,1,2,Female,26000,0,59,11
698,PhD,Single,1,3,2,3,Female,29000,0,22,28
699,college,Single,0,2,8,6,Female,61000,0,63,178
700,college,Together,0,1,10,10,Female,61000,0,66,388
701,college,Divorced,0,3,9,5,Male,30000,1,29,309
702,college,Married,0,2,8,8,Male,87000,0,67,177
703,college,Divorced,0,3,5,11,Male,25000,1,59,278
704,Master,Single,1,1,3,7,Male,76000,0,62,352
705,Master,Divorced,0,3,4,4,Male,45000,0,77,21
706,college,Married,0,2,8,8,Female,65000,0,46,455
707,PhD,Divorced,0,1,1,3,Male,47000,0,77,8
708,college,Divorced,0,2,9,6,Female,39000,0,60,42
709,PhD,Together,0,3,2,5,Male,76000,0,70,45
710,Master,Married,1,1,1,2,Male,93000,1,41,13
711,college,Married,0,1,1,2,Female,28000,1,63,4
712,Master,Single,0,4,7,10,Female,40000,0,60,83
713,college,Single,0,2,2,3,Male,81000,0,45,21
714,college,Together,0,3,5,8,Male,45000,1,47,201
715,college,Together,0,3,4,5,Male,88000,1,23,66
716,PhD,Married,0,1,3,5,Male,68000,1,38,294
717,basic,Divorced,1,1,5,8,Male,98000,0,72,501
718,college,Together,0,2,2,3,Female,62000,0,63,18
719,college,Divorced,0,6,11,9,Male,75000,0,78,368
720,college,Single,0,1,1,2,Male,63000,1,72,5
721,Master,Married,0,2,5,5,Male,86000,1,18,249
722,college,Married,0,1,11,8,Female,83000,0,26,134
723,PhD,Married,0,2,1,3,Female,89000,0,21,6
724,college,Married,0,1,5,4,Male,37000,0,50,597
725,college,Married,1,5,4,2,Female,41000,0,41,12
726,college,Married,0,1,2,3,Male,79000,1,61,7
727,college,Married,0,1,6,12,Female,81000,1,36,706
728,Master,Divorced,0,1,3,11,Male,61000,1,38,218
729,Master,Married,0,7,6,5,Male,63000,1,62,77
730,college,Together,0,1,11,8,Male,96000,1,51,132
731,PhD,Divorced,0,1,0,3,Female,77000,0,58,3
732,PhD,Together,0,8,7,6,Female,98000,0,31,78
733,college,Married,0,7,4,10,Female,38000,1,69,124
734,PhD,Divorced,0,5,6,4,Female,57000,0,33,99
735,college,Divorced,0,3,4,4,Female,75000,0,52,211
736,college,Married,1,1,4,13,Female,30000,1,30,617
737,college,Married,0,2,8,4,Female,78000,1,62,341
738,Master,Together,0,1,4,7,Female,85000,0,55,63
739,highschool,Married,0,1,1,2,Male,83000,1,48,1
740,college,Together,0,2,7,6,Female,34000,1,63,497
741,PhD,Single,0,4,6,11,Male,23000,0,75,86
742,Master,Together,0,2,3,3,Female,55000,1,71,25
743,PhD,Single,0,3,2,3,Male,54000,1,70,21
744,basic,Together,0,2,3,4,Female,65000,1,51,24
745,college,Married,0,1,6,5,Male,91000,0,43,360
746,college,Together,0,1,4,11,Female,95000,1,54,345
747,basic,Married,0,3,2,4,Female,51000,0,74,12
748,college,Single,0,1,3,12,Male,89000,1,57,372
749,college,Single,0,1,1,2,Male,29000,0,27,7
750,basic,Married,1,1,10,7,Female,30000,1,73,252
751,PhD,Together,0,1,6,5,Male,1.00E+05,1,30,742
752,PhD,Together,0,2,3,10,Female,88000,1,67,66
753,college,Widow,0,1,6,13,Male,79000,0,57,213
754,college,Married,1,1,8,11,Male,37000,0,22,689
755,college,Together,0,1,8,6,Female,57000,0,43,374
756,basic,Together,0,1,7,13,Female,44000,1,47,314
757,PhD,Together,1,5,7,5,Female,38000,0,68,375
758,college,Married,0,5,3,8,Male,28000,1,21,101
759,Master,Married,0,2,2,3,Female,72000,1,47,23
760,PhD,Married,0,1,3,2,Male,65000,0,43,7
761,basic,Married,0,2,3,3,Female,74000,0,41,22
762,college,Single,0,2,8,8,Male,80000,0,65,223
763,Master,Married,0,1,6,10,Female,97000,1,60,391
764,PhD,Single,1,1,2,2,Female,1.00E+05,1,43,9
765,college,Single,0,1,2,5,Female,31000,0,52,305
766,college,Married,0,3,3,4,Male,43000,0,24,38
767,college,Married,0,1,3,7,Male,49000,1,62,898
768,college,Together,0,1,11,12,Male,58000,0,71,291
769,basic,Married,0,1,2,4,Male,28000,1,70,23
770,Master,Married,0,4,6,7,Male,71000,1,78,74
771,college,Married,0,2,5,12,Female,70000,0,43,348
772,PhD,Married,0,1,8,6,Female,83000,1,36,243
773,college,Single,1,8,7,7,Female,88000,0,69,91
774,college,Married,0,3,2,4,Female,98000,0,35,22
775,PhD,Together,0,0,0,1,Female,83000,1,28,12
776,college,Together,0,1,1,2,Male,1.00E+05,0,50,3
777,PhD,Single,0,2,2,3,Male,77000,1,51,17
778,PhD,Together,0,1,2,4,Female,39000,1,71,392
779,Master,Single,0,2,1,3,Female,95000,1,23,11
780,college,Single,0,2,6,5,Female,88000,0,32,522
781,PhD,Single,0,1,4,10,Female,77000,1,56,546
782,college,Together,0,2,1,3,Male,37000,0,19,5
783,college,Single,0,1,1,2,Male,26000,1,59,6
784,college,Married,0,1,1,2,Female,29000,1,41,8
785,college,Together,0,1,1,3,Female,66000,0,69,15
786,highschool,Married,0,2,2,3,Female,38000,0,48,5
787,Master,Together,0,5,3,4,Male,48000,0,75,19
788,PhD,Divorced,1,6,6,4,Female,90000,1,73,186
789,Master,Married,0,6,7,8,Female,73000,0,56,125
790,college,Divorced,0,4,7,5,Male,73000,0,33,71
791,Master,Together,0,1,3,4,Male,94000,1,23,706
792,PhD,Married,1,1,5,7,Male,91000,0,38,446
793,college,Single,0,1,2,3,Male,92000,0,28,11
794,college,Married,0,4,3,5,Male,27000,0,40,64
795,college,Single,0,2,1,5,Female,83000,0,51,35
796,Master,Single,0,1,4,7,Female,49000,1,42,60
797,PhD,Married,0,3,10,7,Male,67000,0,78,136
798,basic,Divorced,0,3,11,8,Male,47000,0,37,212
799,college,Together,0,1,6,12,Male,26000,1,50,597
800,college,Married,0,3,4,3,Female,73000,0,38,16
801,Master,Married,0,4,4,9,Female,90000,1,69,159
802,college,Widow,0,1,1,3,Male,38000,1,48,10
803,college,Married,0,3,2,4,Female,70000,0,29,29
804,PhD,Single,0,1,6,13,Male,62000,1,23,228
805,college,Married,1,3,2,12,Female,36000,0,34,204
806,Master,Married,0,6,7,7,Female,94000,0,62,26
807,Master,Married,0,1,1,3,Male,76000,1,58,19
808,college,Married,0,4,3,6,Female,23000,0,49,136
809,college,Married,0,7,3,8,Female,21000,1,43,178
810,college,Single,0,2,5,6,Male,99000,1,58,470
811,college,Married,0,1,1,2,Female,76000,0,49,8
812,college,Single,1,2,2,3,Male,83000,1,76,17
813,college,Single,0,1,5,6,Female,34000,1,29,256
814,Master,Married,0,6,5,9,Female,53000,0,20,239
815,PhD,Together,0,0,5,12,Female,38000,0,61,747
816,PhD,Together,0,2,5,7,Female,54000,1,74,83
817,college,Married,0,1,1,2,Female,69000,1,39,4
818,college,Single,0,3,10,4,Female,42000,0,51,226
819,college,Married,0,1,9,9,Female,28000,0,48,49
820,basic,Married,0,2,2,3,Female,55000,0,28,9
821,PhD,Single,1,1,5,8,Female,28000,0,18,804
822,college,Married,0,2,2,3,Male,63000,0,43,13
823,college,Single,1,1,7,7,Female,96000,1,68,64
824,college,Married,0,1,3,2,Female,25000,1,41,47
825,college,Together,1,1,5,4,Male,48000,1,58,287
826,basic,Divorced,0,1,10,11,Male,89000,1,42,476
827,college,Married,0,3,3,7,Male,38000,1,45,287
828,college,Divorced,0,2,1,3,Female,97000,0,36,8
829,PhD,Widow,0,1,8,4,Female,78000,0,31,409
830,college,Together,0,1,1,3,Female,56000,1,66,5
831,PhD,Divorced,0,1,2,3,Male,34000,1,72,28
832,college,Single,0,1,6,7,Female,53000,1,72,156
833,PhD,Together,0,3,7,7,Female,65000,0,43,90
834,basic,Together,0,2,2,3,Female,96000,0,71,7
835,college,Married,0,2,1,3,Female,76000,1,18,9
836,college,Married,0,5,6,12,Male,82000,0,30,274
837,Master,Single,0,2,6,5,Female,40000,1,21,97
838,college,Divorced,0,1,7,12,Male,75000,0,64,774
839,basic,Single,0,1,1,3,Male,96000,0,25,6
840,college,Single,0,2,7,5,Female,95000,1,20,82
841,college,Together,0,3,2,3,Male,45000,1,29,15
842,college,Married,0,3,3,6,Male,76000,0,66,52
843,college,Single,0,4,3,4,Female,65000,1,70,24
844,college,Married,0,4,4,3,Female,85000,1,65,28
845,basic,Married,0,1,3,7,Male,68000,0,42,431
846,college,Together,1,1,5,7,Female,92000,0,30,929
847,basic,Single,0,2,3,8,Female,65000,0,45,399
848,Master,Single,0,3,7,8,Male,54000,0,47,140
849,college,Single,0,2,3,5,Male,23000,1,67,54
850,college,Married,0,4,3,3,Female,24000,1,74,15
851,college,Single,0,2,5,3,Female,86000,0,68,25
852,PhD,Married,0,3,6,9,Female,78000,0,45,102
853,basic,Married,0,1,7,10,Female,70000,1,59,845
854,PhD,Together,0,2,1,2,Male,35000,1,30,2
855,PhD,Married,1,3,7,7,Female,1.00E+05,1,73,21
856,college,Single,0,7,10,12,Female,53000,1,60,303
857,Master,Married,0,1,1,3,Male,31000,0,78,7
858,college,Married,0,3,6,11,Female,57000,0,69,116
859,college,Together,0,2,1,3,Male,89000,0,42,10
860,basic,Married,0,1,6,10,Female,20000,0,30,350
861,college,Together,0,2,2,3,Male,79000,1,54,18
862,Master,Together,0,6,6,4,Male,60000,0,30,89
863,college,Married,0,1,0,3,Female,90000,0,69,3
864,basic,Together,0,6,4,6,Female,71000,0,23,69
865,basic,Single,0,2,6,4,Female,78000,0,42,78
866,PhD,Together,0,3,4,8,Male,76000,1,35,119
867,Master,Single,0,3,5,8,Female,35000,0,52,68
868,Master,Single,0,1,1,2,Female,1.00E+05,0,21,4
869,college,Together,0,3,2,8,Male,97000,0,78,90
870,college,Together,0,2,2,3,Male,23000,1,22,15
871,PhD,Together,0,1,5,4,Male,31000,1,65,396
872,college,Single,0,2,5,4,Male,76000,1,18,267
873,college,Together,0,3,4,3,Female,61000,0,78,16
874,basic,Single,0,4,3,4,Female,54000,1,51,57
875,Master,Together,0,1,5,10,Female,76000,0,33,168
876,college,Together,0,1,4,5,Male,64000,1,73,500
877,Master,Divorced,0,7,6,4,Male,86000,0,58,93
878,college,Married,0,2,3,4,Female,43000,1,19,59
879,Master,Single,0,1,6,12,Male,49000,1,32,569
880,basic,Together,0,4,3,3,Female,56000,1,64,38
881,college,Single,1,3,3,2,Male,31000,0,54,12
882,college,Married,0,2,2,3,Male,51000,0,35,14
883,college,Divorced,0,1,0,3,Male,98000,0,61,5
884,basic,Married,0,2,2,3,Female,42000,1,28,19
885,PhD,Single,1,1,5,10,Female,28000,0,45,838
886,PhD,Together,0,1,3,13,Male,93000,1,38,685
887,PhD,Single,0,4,6,4,Male,22000,1,77,55
888,college,Married,0,2,2,3,Female,36000,0,48,2
889,college,Together,0,8,9,5,Female,87000,1,20,156
890,Master,Single,0,2,2,10,Male,81000,0,45,207
891,college,Married,0,2,2,3,Female,1.00E+05,0,33,20
892,Master,Widow,0,6,5,5,Male,57000,0,32,47
893,college,Married,0,1,3,11,Female,89000,1,29,446
894,highschool,Single,0,1,1,2,Male,75000,0,34,1
895,PhD,Divorced,1,2,7,5,Male,45000,0,57,206
896,PhD,Single,0,2,8,5,Female,28000,1,34,53
897,college,Together,1,1,6,4,Female,45000,1,55,161
898,college,Divorced,0,2,10,7,Male,46000,0,78,354
899,PhD,Married,0,3,4,8,Female,60000,0,64,134
900,college,Divorced,0,4,4,3,Female,89000,1,35,18
901,college,Married,0,1,4,10,Male,47000,1,38,493
902,college,Divorced,0,2,4,4,Female,43000,0,76,11
903,college,Together,0,1,4,6,Male,22000,0,25,405
904,college,Together,0,1,3,6,Female,27000,1,43,69
905,college,Together,0,5,4,6,Male,68000,0,45,89
906,college,Single,0,1,3,10,Male,99000,1,37,391
907,college,Single,1,0,7,7,Male,96000,1,38,873
908,college,Widow,0,1,1,2,Male,29000,1,20,5
909,college,Together,0,1,2,3,Female,96000,1,66,29
910,PhD,Married,0,1,2,6,Male,30000,0,44,49
911,PhD,Single,0,1,3,8,Male,64000,0,74,674
912,college,Together,0,1,3,5,Male,83000,0,57,523
913,PhD,Widow,1,6,10,10,Female,22000,1,51,71
914,Master,Married,1,2,3,4,Male,58000,0,32,67
915,college,Single,1,1,7,7,Male,79000,0,24,890
916,college,Married,0,1,3,6,Female,26000,1,55,265
917,Master,Together,0,1,3,7,Male,99000,1,44,154
918,PhD,Married,1,1,7,6,Female,46000,0,20,403
919,basic,Single,0,2,3,7,Male,63000,0,18,56
920,PhD,Single,0,1,6,9,Female,27000,0,57,464
921,PhD,Together,0,1,1,3,Female,73000,0,41,2
922,college,Single,0,1,2,6,Male,41000,0,76,473
923,Master,Single,1,1,2,4,Male,75000,1,47,25
924,PhD,Married,0,3,1,4,Female,68000,1,67,20
925,college,Together,0,1,11,10,Female,57000,0,72,431
926,Master,Together,0,3,6,6,Male,60000,0,28,217
927,college,Married,0,1,4,9,Male,70000,0,19,384
928,basic,Single,0,1,4,10,Male,44000,1,46,704
929,college,Single,0,1,5,6,Female,25000,1,29,335
930,PhD,Married,0,1,6,5,Female,98000,1,34,466
931,PhD,Together,0,1,6,9,Female,42000,0,24,510
932,college,Single,0,1,1,4,Female,72000,1,37,27
933,PhD,Single,0,2,11,10,Male,86000,0,67,72
934,highschool,Married,0,1,1,3,Male,73000,1,78,3
935,college,Single,0,1,2,5,Female,1.00E+05,1,49,305
936,PhD,Together,0,2,3,3,Male,55000,1,76,15
937,college,Together,0,1,9,4,Female,88000,1,62,311
938,PhD,Married,0,3,11,11,Female,82000,1,23,447
939,college,Single,0,3,7,11,Female,41000,1,63,238
940,PhD,Divorced,0,2,8,9,Female,79000,1,35,76
941,basic,Single,0,8,6,5,Male,73000,1,65,249
942,PhD,Together,0,2,7,7,Female,38000,1,26,54
943,college,Divorced,1,1,3,6,Male,69000,0,66,606
944,college,Together,1,0,5,5,Female,95000,0,29,790
945,highschool,Single,0,3,2,3,Male,40000,1,65,14
946,PhD,Married,0,1,4,10,Female,77000,0,18,48
947,basic,Married,0,3,4,9,Female,27000,1,18,144
948,college,Divorced,0,2,4,5,Male,92000,1,76,51
949,college,Together,0,1,2,3,Male,52000,0,41,18
950,basic,Divorced,0,2,3,9,Female,24000,1,32,142
951,PhD,Together,0,1,2,3,Male,61000,1,70,13
952,PhD,Together,0,3,2,3,Female,33000,1,43,17
953,Master,Divorced,1,4,3,4,Male,65000,1,18,58
954,PhD,Single,0,1,3,2,Male,57000,1,72,43
955,Master,Together,0,1,1,2,Female,53000,0,24,8
956,PhD,Married,0,5,3,4,Female,69000,0,50,23
957,college,Married,1,3,5,6,Male,94000,0,39,44
958,college,Single,0,4,5,8,Male,55000,0,61,233
959,college,Married,0,2,2,4,Male,90000,1,32,15
960,PhD,Divorced,0,4,5,5,Female,55000,1,24,30
961,college,Divorced,0,2,4,13,Female,99000,1,53,171
962,PhD,Single,0,3,6,8,Male,58000,1,28,37
963,Master,Together,1,2,2,3,Male,91000,0,59,9
964,PhD,Married,0,5,2,5,Female,73000,0,25,46
965,college,Married,0,7,3,6,Male,68000,0,48,84
966,college,Together,0,3,5,11,Female,81000,1,65,227
967,college,Married,1,1,6,9,Male,69000,1,47,925
968,college,Married,0,3,3,4,Male,54000,0,25,27
969,PhD,Married,1,1,1,2,Female,37000,0,68,2
970,college,Together,0,6,10,6,Male,27000,1,46,234
971,college,Married,0,1,3,10,Female,32000,0,73,400
972,PhD,Together,0,4,3,4,Male,64000,1,78,11
973,basic,Married,0,3,3,4,Male,55000,0,68,30
974,basic,Divorced,0,3,7,7,Female,35000,1,48,75
975,Master,Together,0,1,4,13,Female,21000,1,48,430
976,college,Married,0,1,2,13,Female,91000,0,58,407
977,Master,Together,0,1,2,12,Female,28000,1,35,445
978,Master,Married,0,7,6,5,Male,66000,0,19,77
979,college,Married,0,3,2,4,Male,29000,0,61,12
980,college,Together,0,5,10,7,Female,63000,1,29,133
981,basic,Widow,0,1,0,2,Female,72000,1,36,3
982,college,Divorced,0,0,0,0,Male,30000,1,67,1
983,Master,Divorced,0,1,2,3,Female,99000,0,53,18
984,college,Divorced,0,3,11,9,Female,36000,1,69,337
985,college,Married,1,1,5,6,Female,62000,0,25,108
986,PhD,Married,0,2,4,8,Female,71000,0,52,84
987,PhD,Married,0,1,5,7,Female,27000,1,35,651
988,college,Married,1,1,9,9,Male,76000,0,52,708
989,basic,Single,0,1,4,13,Male,90000,1,68,640
990,PhD,Widow,0,2,2,3,Female,25000,1,62,12
